season_year,pts_bin,PTS,G,FG,FGA,3P,3PA,FT,FTA,TOV,MP,AST,ppg,fga_game,fg_game,3pa_game,3p_game,fta_game,ft_game,ft_pct,min_game,ast_game
2001,2,52299,4725,19697,44713,2920,8127,9985,13391,7808,135314,11201,11.06857143,9.463068783,4.168677249,1.72,0.617989418,2.834074074,2.113227513,0.7456500635,28.6378836,2.370582011
2001,1,93076,4803,34574,75946,4660,12962,19268,24694,12118,179787,20831,19.37872163,15.81220071,7.198417656,2.69872996,0.9702269415,5.141369977,4.01165938,0.7802705111,37.43222986,4.337080991
2002,5,12423,3504,4868,11557,553,1658,2134,3195,2326,46735,3346,3.545376712,3.298230594,1.389269406,0.473173516,0.1578196347,0.9118150685,0.6090182648,0.6679186228,13.33761416,0.9549086758
2002,4,23860,4080,9175,20895,1078,3284,4432,6401,4025,79321,5305,5.848039216,5.121323529,2.24877451,0.8049019608,0.2642156863,1.568872549,1.08627451,0.6923918138,19.44142157,1.300245098
2002,3,36906,4333,14179,32000,2063,5935,6485,8727,5641,108399,9019,8.517424417,7.385183476,3.272328641,1.369720748,0.4761135472,2.014078006,1.496653589,0.7430961384,25.01707824,2.081467805
2002,2,53519,4619,20149,44807,3038,8497,10183,13469,7648,132838,12255,11.58670708,9.700584542,4.36219961,1.839575666,0.6577181208,2.915999134,2.204589738,0.7560323706,28.75903875,2.653171682
2002,1,89573,4723,33506,73773,5187,14081,17374,22087,11186,173971,19295,18.96527631,15.61994495,7.094219776,2.981367775,1.098242642,4.676476816,3.678594114,0.7866165618,36.83485073,4.085327123
2003,5,11747,3527,4607,10956,445,1425,2088,3133,2411,45027,2900,3.330592572,3.106322654,1.306209243,0.4040260845,0.1261695492,0.8882903317,0.5920045364,0.6664538781,12.76637369,0.8222285228
2003,4,23881,4264,9241,21460,1169,3537,4230,6004,4474,81293,6835,5.600609756,5.032833021,2.167213884,0.8295028143,0.2741557223,1.408067542,0.9920262664,0.7045303131,19.06496248,1.602954972
2003,3,36268,4504,13905,31415,2062,5945,6396,8861,5742,110456,8140,8.052397869,6.97491119,3.087255773,1.319937833,0.4578152753,1.967362345,1.420071048,0.7218146936,24.52397869,1.807282416
2003,2,53077,4576,19945,44684,3515,9752,9672,12417,7635,135984,12753,11.59899476,9.76486014,4.35861014,2.131118881,0.7681381119,2.713505245,2.113636364,0.7789321092,29.71678322,2.786931818
2003,1,92876,4819,34057,75763,4801,13490,19961,25293,12042,176190,18759,19.27287819,15.7217265,7.067233866,2.799335962,0.9962647852,5.248599294,4.142145673,0.7891906852,36.56152729,3.892716331
2004,5,12162,3575,4743,11100,370,1212,2306,3364,2410,46751,3040,3.401958042,3.104895105,1.326713287,0.339020979,0.1034965035,0.940979021,0.645034965,0.6854934602,13.0772028,0.8503496503
2004,4,22236,3974,8549,19915,1236,3454,3902,5334,3862,73217,5849,5.595369904,5.011323603,2.151233015,0.8691494716,0.3110216407,1.342224459,0.9818822345,0.7315335583,18.42400604,1.471816809
2004,3,35305,4423,13369,30562,2090,6043,6477,8871,5687,106592,8658,7.98213882,6.909789735,3.022609089,1.366267239,0.472529957,2.005652272,1.464390685,0.7301318904,24.09947999,1.957494913
2004,2,54099,4640,20476,46327,3185,8912,9962,13305,8340,140823,12935,11.65926724,9.984267241,4.412931034,1.920689655,0.6864224138,2.867456897,2.146982759,0.7487410748,30.34978448,2.787715517
2004,1,87912,4816,32178,72022,4940,14245,18616,23867,11659,174812,17921,18.25415282,14.95473422,6.681478405,2.957848837,1.025747508,4.955772425,3.865448505,0.7799891063,36.29817276,3.721137874
2005,5,13957,3755,5310,12429,698,2120,2639,3908,2649,53192,3457,3.716910786,3.309986684,1.414114514,0.5645805593,0.185885486,1.040745672,0.7027962716,0.6752814739,14.16564581,0.9206391478
2005,4,25464,4327,9634,22135,1455,4159,4741,6513,4233,81808,6099,5.884908713,5.115553501,2.226484862,0.9611740236,0.3362606887,1.505199908,1.095678299,0.7279287579,18.90640166,1.409521609
2005,3,38195,4606,14344,32286,2286,6532,7221,9922,5961,107957,9011,8.292444637,7.009552757,3.114198871,1.418150239,0.496309162,2.154146765,1.567737733,0.7277766579,23.43834129,1.956361268
2005,2,56786,4657,21223,46486,3507,9592,10833,14065,7487,140076,12225,12.19368692,9.981962637,4.557225682,2.059695083,0.7530599098,3.020184668,2.32617565,0.7702097405,30.07859137,2.625080524
2005,1,93413,4925,33719,73973,5191,14360,20784,26535,11660,177220,18745,18.9671066,15.01989848,6.846497462,2.915736041,1.054010152,5.387817259,4.220101523,0.7832673827,35.98375635,3.806091371
2006,5,11859,3639,4635,10607,377,1239,2212,3423,2373,47368,2526,3.258862325,2.914811761,1.273701566,0.3404781533,0.1035998901,0.9406430338,0.607859302,0.6462167689,13.01676285,0.6941467436
2006,4,24333,4136,9317,20729,1116,3392,4583,6704,4272,81003,5075,5.883220503,5.011847195,2.252659574,0.8201160542,0.2698259188,1.620889749,1.108075435,0.6836217184,19.5848646,1.227030948
2006,3,37573,4508,13917,31061,2838,7827,6901,9502,5621,109225,8275,8.334738243,6.890195209,3.08717835,1.736246673,0.6295474712,2.107808341,1.530834073,0.7262681541,24.22914818,1.835625555
2006,2,56054,4641,20683,45834,3431,9593,11257,15226,8086,140262,12634,12.07800043,9.875888817,4.456582633,2.06701142,0.7392803275,3.280758457,2.425554837,0.7393274662,30.22236587,2.722258134
2006,1,96898,4966,35134,75420,5663,15207,20967,26561,11461,182074,19872,19.51228353,15.18727346,7.074909384,3.062223117,1.14035441,5.348570278,4.22211035,0.7893904597,36.66411599,4.001610954
2007,5,12958,3693,4946,11444,682,2163,2384,3586,2417,48137,3162,3.508800433,3.098835635,1.33929055,0.5857026807,0.184673707,0.9710262659,0.6455456269,0.6648075851,13.03466017,0.8562144598
2007,4,25850,4354,9897,22079,1594,4602,4462,6312,4346,84294,6037,5.937069362,5.070969224,2.273082223,1.056959118,0.3661001378,1.449701424,1.024804777,0.7069074778,19.36012862,1.386541112
2007,3,41042,4720,15370,33585,2979,8266,7323,9945,6085,114295,9090,8.695338983,7.115466102,3.256355932,1.751271186,0.6311440678,2.106991525,1.551483051,0.7363499246,24.21504237,1.925847458
2007,2,58321,4810,21744,48131,3776,10280,11057,14438,8677,144671,12956,12.12494802,10.00644491,4.520582121,2.137214137,0.785031185,3.001663202,2.298752599,0.7658262917,30.07713098,2.693555094
2007,1,94180,4813,33951,71761,5349,14625,20929,26745,12228,173591,19164,19.56783711,14.90982755,7.054020362,3.038645336,1.111365053,5.556825265,4.348431332,0.7825387923,36.06710991,3.981716185
2008,5,12352,3657,4768,11309,729,2237,2087,3188,2376,46593,3158,3.377631939,3.092425485,1.30380093,0.6117035822,0.1993437244,0.8717528028,0.5706863549,0.654642409,12.74077112,0.8635493574
2008,4,27103,4261,10393,23690,1755,5082,4562,6437,4167,86208,6539,6.360713448,5.559727763,2.439098803,1.192677775,0.4118751467,1.510678245,1.070640695,0.70871524,20.23187045,1.534616287
2008,3,40857,4656,15630,34445,3251,8806,6346,8557,5498,112098,9308,8.775128866,7.3979811,3.356958763,1.891323024,0.6982388316,1.837843643,1.362972509,0.741615052,24.07603093,1.999140893
2008,2,58751,4833,22190,47719,3869,10641,10502,13964,7800,141909,12135,12.15621767,9.873577488,4.591351128,2.201738051,0.8005379681,2.889302711,2.172977447,0.7520767688,29.36250776,2.510862818
2008,1,96289,4831,34787,74006,5785,15546,20930,26348,11624,175574,19804,19.93148416,15.31898158,7.200786587,3.217967295,1.197474643,5.453943283,4.332436349,0.7943676939,36.34320017,4.099358311
2009,5,12786,3678,4994,11302,690,2068,2108,3181,2318,49324,2928,3.47634584,3.072865688,1.357803154,0.562262099,0.1876019576,0.8648722132,0.5731375748,0.6626846903,13.41054921,0.7960848287
2009,4,25555,4297,9733,21545,1706,4843,4383,6136,4145,81511,6113,5.947172446,5.01396323,2.265068653,1.127065394,0.3970211776,1.427973004,1.020013963,0.7143089961,18.96928089,1.422620433
2009,3,41510,4503,15673,34049,3438,9019,6726,8853,5391,112282,8596,9.218298912,7.561403509,3.48056851,2.002886964,0.763491006,1.966022652,1.493670886,0.7597424602,24.93493227,1.908949589
2009,2,60157,4756,22455,48449,3893,10529,11354,14671,8031,143820,12754,12.64865433,10.18692178,4.721404542,2.213835156,0.8185449958,3.084735071,2.387300252,0.7739077091,30.23969722,2.681665265
2009,1,94677,4916,34159,73501,5952,16056,20407,25280,11366,176054,19124,19.25895037,14.95138324,6.948535395,3.266069976,1.210740439,5.142392189,4.151139138,0.8072389241,35.81244915,3.890154597
2010,5,13207,3620,5218,11886,794,2589,1977,2949,2095,46156,2613,3.648342541,3.283425414,1.441436464,0.7151933702,0.2193370166,0.814640884,0.5461325967,0.6703967447,12.75027624,0.7218232044
2010,4,27855,4265,10614,23416,2199,6207,4428,6233,4146,84270,6169,6.531066823,5.490269637,2.48862837,1.455334115,0.5155920281,1.461430246,1.038218054,0.7104123215,19.75849941,1.446424385
2010,3,41966,4694,15867,34770,3091,8652,7141,9626,5901,113483,9459,8.940349382,7.407328504,3.380272689,1.84320409,0.658500213,2.050703025,1.521303792,0.7418450031,24.17618236,2.015125692
2010,2,59401,4765,22341,48439,4469,12128,10250,13320,7815,142999,13079,12.46610703,10.16558237,4.688562434,2.545225603,0.9378803778,2.795383001,2.151101784,0.7695195195,30.01028332,2.744805876
2010,1,93578,5005,34511,72950,4600,13011,19956,25278,11559,175489,18665,18.6969031,14.57542458,6.895304695,2.5996004,0.9190809191,5.050549451,3.987212787,0.7894611915,35.06273726,3.729270729
2011,5,12849,3562,5070,11261,583,1859,2126,3352,2278,49023,2799,3.607243122,3.161426165,1.423357664,0.5218978102,0.1636720943,0.9410443571,0.596855699,0.63424821,13.76277372,0.7857944975
2011,4,26126,4309,9949,21956,2052,5684,4176,5776,3873,79428,5385,6.063123695,5.095381759,2.308888373,1.319099559,0.4762125783,1.34045022,0.9691343699,0.7229916898,18.43304711,1.249709909
2011,3,42145,4726,15992,35535,3308,9230,6853,9213,6014,118375,10232,8.917689378,7.519043589,3.383834109,1.953025815,0.6999576809,1.949428692,1.450063479,0.7438402258,25.04760897,2.165044435
2011,2,59033,4790,21920,48188,4594,12501,10599,13550,7384,137070,12380,12.32421712,10.06012526,4.576200418,2.609812109,0.9590814196,2.828810021,2.212734864,0.7822140221,28.61586639,2.584551148
2011,1,93145,5045,34171,72491,4725,13122,20078,25150,11770,175793,19840,18.46283449,14.36888008,6.773240833,2.60099108,0.9365708622,4.985133796,3.979781962,0.7983300199,34.84499504,3.932606541
2012,5,11184,2979,4396,10123,699,2192,1693,2602,2195,45775,2741,3.75427996,3.398120175,1.475662974,0.7358173884,0.2346424975,0.8734474656,0.5683115139,0.6506533436,15.3658946,0.9201074186
2012,4,20481,3234,7994,18108,1322,3915,3171,4542,3218,66060,4254,6.333024119,5.599257885,2.471861472,1.210575139,0.4087816945,1.40445269,0.9805194805,0.6981505945,20.42671614,1.315398887
2012,3,30856,3382,11807,26425,2362,6601,4880,6659,4435,82484,6334,9.123595506,7.813424009,3.491129509,1.951803666,0.6984033116,1.968953282,1.442933176,0.7328427692,24.38911886,1.872856298
2012,2,41439,3385,15426,34470,3425,9284,7162,9063,5752,99811,10556,12.24194978,10.183161,4.557163959,2.742688331,1.011816839,2.677400295,2.115805022,0.7902460554,29.48626292,3.118463811
2012,1,62734,3508,23615,50768,3111,8955,12393,15949,7824,117537,11783,17.88312429,14.47206385,6.731755986,2.552736602,0.8868301026,4.546465222,3.532782212,0.7770393128,33.50541619,3.358893957
2013,5,12929,3740,4994,11695,1168,3429,1773,2787,2426,50534,3764,3.456951872,3.127005348,1.335294118,0.9168449198,0.3122994652,0.7451871658,0.4740641711,0.6361679225,13.51176471,1.006417112
2013,4,26222,4364,10113,23057,2191,6237,3805,5451,4096,82698,5760,6.008707608,5.283455545,2.317369386,1.429193401,0.5020623281,1.24908341,0.8719065078,0.6980370574,18.95004583,1.319890009
2013,3,41335,4632,15886,35182,3044,8539,6519,8638,5735,110473,8429,8.923791019,7.595423143,3.429620035,1.843480138,0.6571675302,1.864853195,1.40738342,0.7546885853,23.84995682,1.819732297
2013,2,58392,4964,22079,47895,4344,11628,9890,13031,7851,138175,11807,11.76309428,9.648468977,4.447824335,2.342465753,0.8751007252,2.625100725,1.992344883,0.7589594045,27.83541499,2.378525383
2013,1,89357,5138,33262,71932,5910,16222,16923,21557,12057,175165,21689,17.39139743,14,6.473725185,3.157259634,1.150253017,4.195601401,3.293694044,0.7850350234,34.09205917,4.221292332
2014,5,13309,3692,5077,11645,1045,3031,2110,3220,2586,49022,3296,3.604821235,3.15411701,1.375135428,0.820964247,0.2830444204,0.872156013,0.5715059588,0.6552795031,13.27789816,0.8927410618
2014,4,26894,4256,10343,22862,1971,5668,4237,5963,3916,80821,5873,6.319078947,5.371710526,2.430216165,1.331766917,0.4631109023,1.401080827,0.9955357143,0.7105483817,18.98989662,1.379934211
2014,3,42129,4718,15965,35533,3832,10613,6367,8532,5937,113633,9392,8.929419245,7.531369224,3.383849089,2.249470114,0.812208563,1.808393387,1.349512505,0.746249414,24.08499364,1.990674014
2014,2,60683,4891,22771,49402,4587,12621,10554,13760,8155,143158,12844,12.40707422,10.10059293,4.655694132,2.580453895,0.9378450215,2.813330607,2.157840932,0.767005814,29.269679,2.626047843
2014,1,91832,5001,33409,72390,6419,17438,18595,23757,11613,169079,19387,18.36272745,14.47510498,6.680463907,3.486902619,1.283543291,4.75044991,3.718256349,0.782716673,33.80903819,3.876624675
2015,5,15419,3698,5888,13800,1272,3949,2371,3572,2484,53568,3368,4.169551109,3.73174689,1.592212006,1.067874527,0.3439697134,0.9659275284,0.6411573824,0.6637737962,14.48566793,0.9107625744
2015,4,27842,4410,10549,24437,2643,7663,4101,5651,4354,85309,7007,6.313378685,5.541269841,2.392063492,1.737641723,0.5993197279,1.281405896,0.9299319728,0.7257122633,19.34444444,1.588888889
2015,3,40094,4629,15329,33267,3214,9125,6222,8678,5437,109108,8643,8.661481962,7.186649384,3.311514366,1.971268092,0.6943184273,1.87470296,1.344134802,0.7169854805,23.57053359,1.867141931
2015,2,57492,4976,21477,48087,5111,14173,9427,12585,7889,135264,12594,11.55385852,9.663786174,4.316117363,2.848271704,1.027130225,2.529139871,1.894493569,0.7490663488,27.18327974,2.530948553
2015,1,86994,5048,32224,69889,5700,15932,16846,21275,10728,164943,18577,17.23335975,13.84488906,6.383518225,3.156101426,1.129160063,4.214540412,3.337163233,0.7918213866,32.67492076,3.680071315
2016,5,16214,3793,6205,14127,1476,4440,2328,3294,2667,52407,3921,4.274716583,3.724492486,1.635908252,1.170577379,0.3891378856,0.8684418666,0.6137621935,0.7067395264,13.81676773,1.033746375
2016,4,28969,4541,11040,24427,2484,7203,4405,5971,4253,85858,6462,6.379431843,5.379211627,2.431182559,1.58621449,0.5470160758,1.31490861,0.9700506496,0.7377323731,18.90728914,1.423034574
2016,3,41523,4829,15771,34741,3403,9719,6578,9299,5562,112929,8667,8.598674674,7.194243115,3.26589356,2.012632015,0.7047007662,1.925657486,1.362186788,0.7073878912,23.38558708,1.794781528
2016,2,58183,4805,21688,48184,5378,14858,9429,12664,7705,137216,12943,12.10884495,10.02788762,4.513631634,3.09219563,1.11925078,2.635587929,1.962330905,0.7445514845,28.55691988,2.693652445
2016,1,93470,5111,34028,74186,7160,19745,18254,22684,11481,166682,19250,18.28800626,14.51496772,6.657796909,3.863236157,1.40090002,4.438270397,3.571512424,0.8047081643,32.61240462,3.766386226
2017,5,16410,3867,6193,14278,1620,4779,2404,3364,2598,54872,3993,4.24359969,3.692267908,1.601499871,1.235841738,0.4189294026,0.8699250065,0.6216705456,0.7146254459,14.18981122,1.032583398
2017,4,29654,4552,11234,24666,2855,8284,4331,5942,3980,88272,6124,6.514499121,5.418717047,2.467926186,1.819859402,0.6271968366,1.305360281,0.9514499121,0.7288791653,19.39191564,1.345342707
2017,3,41610,4789,15761,34888,4053,11408,6035,8217,5798,112009,10535,8.688661516,7.28502819,3.291083734,2.382125705,0.8463144707,1.715807058,1.260179578,0.7344529634,23.38880768,2.199832951
2017,2,57563,4768,21757,46875,5421,14923,8628,11531,6832,133326,11722,12.07277685,9.831166107,4.563129195,3.129823826,1.136954698,2.41841443,1.809563758,0.7482438644,27.96266779,2.458473154
2017,1,100020,5084,35734,76694,8438,22880,20114,24605,11506,166388,19959,19.67348544,15.08536585,7.028717545,4.500393391,1.659716758,4.839693155,3.956333596,0.8174761227,32.72777341,3.925845791
2018,5,15938,3818,6104,13337,1444,4299,2286,3298,2294,53595,3644,4.174436878,3.493190152,1.598742797,1.12598219,0.3782084861,0.8638030382,0.5987427973,0.693147362,14.03745416,0.9544264013
2018,4,30290,4467,11565,25715,3050,8837,4110,5558,4621,89161,8599,6.780837251,5.756659951,2.588985897,1.978285203,0.6827848668,1.244235505,0.920080591,0.7394746312,19.95992836,1.925005597
2018,3,43632,4659,16380,35458,4508,12349,6364,8496,5583,110388,9270,9.365099807,7.610646061,3.515775918,2.650568792,0.9675896115,1.823567289,1.36595836,0.7490583804,23.69349646,1.98969736
2018,2,61237,4849,22968,49984,6602,17877,8699,11312,7394,135239,12852,12.62878944,10.30810476,4.736646731,3.686739534,1.361517839,2.332852134,1.79397814,0.7690063649,27.89008043,2.65044339
2018,1,91709,4787,33409,70838,8306,22212,16585,20819,11007,155744,18297,19.15792772,14.79799457,6.97911009,4.640066848,1.735115939,4.349070399,3.464591602,0.7966280801,32.5347817,3.822226864
2019,5,16346,3590,6125,14008,1788,5412,2308,3276,2332,51156,4160,4.553203343,3.901949861,1.706128134,1.507520891,0.4980501393,0.9125348189,0.6428969359,0.7045177045,14.24958217,1.158774373
2019,4,30832,4384,11805,25638,3017,8836,4205,5791,4134,84925,8093,7.032846715,5.848083942,2.69274635,2.015510949,0.6881843066,1.320939781,0.959169708,0.7261267484,19.37157847,1.846031022
2019,3,42828,4755,15750,35746,5585,15576,5743,7523,5230,111770,10103,9.006940063,7.517560463,3.312302839,3.275709779,1.174553102,1.58212408,1.207781283,0.7633922637,23.50578339,2.124710831
2019,2,62350,5010,23194,49329,6536,17867,9426,12329,7314,135490,12486,12.44510978,9.846107784,4.629540918,3.566267465,1.304590818,2.460878244,1.881437126,0.764538892,27.04391218,2.492215569
2019,1,104631,5221,38081,80360,9216,25432,19253,24288,11991,168478,21538,20.04041371,15.39168742,7.293813446,4.871097491,1.765179084,4.651982379,3.687607738,0.7926959816,32.26929707,4.12526336
2020,5,15815,3169,5870,13381,1925,5797,2150,2973,2324,49451,3853,4.990533291,4.222467655,1.852319344,1.829283686,0.6074471442,0.9381508362,0.6784474598,0.7231752439,15.60460713,1.215840959
2020,4,26020,3611,9817,20929,2747,7850,3639,4960,3373,72403,6236,7.205760177,5.795901412,2.718637497,2.173913043,0.7607310994,1.373580726,1.007754085,0.7336693548,20.05067848,1.726945444
2020,3,37254,3770,13704,29719,4583,12549,5263,6864,4382,92721,7996,9.881697613,7.883023873,3.635013263,3.328647215,1.215649867,1.820689655,1.39602122,0.7667540793,24.59442971,2.120954907
2020,2,51229,3776,18781,41462,6371,17134,7296,9389,6204,107699,11004,13.56700212,10.98040254,4.97378178,4.537605932,1.687235169,2.486493644,1.93220339,0.7770795612,28.52198093,2.914194915
2020,1,81056,3860,28809,61284,7624,20897,15814,19669,9696,126189,17113,20.99896373,15.87668394,7.463471503,5.41373057,1.975129534,5.095595855,4.096891192,0.8040063043,32.69145078,4.433419689
2021,5,15922,3243,5992,13220,1865,5558,2073,2934,2223,52732,4094,4.909651557,4.076472402,1.847671909,1.713845205,0.575084798,0.9047178538,0.6392229417,0.7065439673,16.26025285,1.262411348
2021,4,25632,3491,9607,20559,3022,8443,3396,4678,3268,70644,6148,7.342308794,5.889143512,2.751933543,2.418504726,0.8656545402,1.340017187,0.972787167,0.7259512612,20.23603552,1.761099971
2021,3,37391,3697,13805,30071,4923,13133,4858,6379,4488,91753,8428,10.11387612,8.133892345,3.734108737,3.552339735,1.331620233,1.72545307,1.31403841,0.7615613733,24.818231,2.279686232
2021,2,49826,3696,18304,39547,6195,16447,7023,8892,5431,103014,10474,13.48106061,10.69994589,4.952380952,4.449945887,1.676136364,2.405844156,1.900162338,0.7898110661,27.87175325,2.833874459
2021,1,81910,3836,29758,61562,7876,20786,14518,17822,9159,127266,17972,21.35297185,16.04848801,7.757559958,5.418665276,2.053180396,4.645985401,3.784671533,0.8146111548,33.17674661,4.685088634
2022,5,18061,3783,6710,15357,2364,7154,2277,3123,2352,56280,4576,4.774253238,4.059476606,1.773724557,1.891091726,0.6249008723,0.8255352895,0.6019032514,0.7291066282,14.87708168,1.209621993
2022,4,28721,3937,10832,23099,3018,8783,4039,5501,3652,78384,6778,7.29514859,5.867157734,2.751333503,2.230886462,0.7665735331,1.397256795,1.025908052,0.73423014,19.90957582,1.721615443
2022,3,42401,4564,15885,33743,4847,13853,5784,7763,4838,105516,8427,9.290315513,7.393295355,3.480499562,3.035276074,1.062007011,1.700920245,1.267309378,0.7450727811,23.11919369,1.846406661
2022,2,60035,4624,21831,47103,7558,20523,8815,11310,6294,130283,12570,12.98334775,10.18663495,4.721237024,4.438365052,1.634515571,2.445934256,1.906358131,0.7793987622,28.17538927,2.718425606
2022,1,98625,4907,35629,76616,10203,28219,17164,21252,11651,162550,22255,20.09883839,15.61361321,7.260851844,5.750764214,2.079274506,4.330955777,3.4978602,0.8076416337,33.12614632,4.535357652
2023,5,15762,3362,5899,12911,1964,5745,2000,2766,2117,50904,3957,4.688280785,3.840273647,1.754610351,1.708804283,0.5841760857,0.8227245687,0.5948839976,0.723065799,15.14098751,1.176977989
2023,4,27267,3637,10162,21350,3342,9266,3601,5006,3225,74029,5620,7.497113005,5.870222711,2.794061039,2.547704152,0.9188891944,1.376409128,0.9901017322,0.7193367958,20.35441298,1.545229585
2023,3,39781,4036,14771,31064,4737,12953,5502,7098,5043,97815,9965,9.85654113,7.696729435,3.659811695,3.209365709,1.173686819,1.758671952,1.363230922,0.775147929,24.23562934,2.469028741
2023,2,56989,4082,20919,43668,6185,16888,8966,11556,6227,119584,11197,13.96104851,10.69769721,5.124693778,4.137187653,1.515188633,2.830965213,2.196472317,0.7758740048,29.29544341,2.743018128
2023,1,91935,4040,32734,68021,8629,23622,17838,21750,10256,138333,19922,22.75618812,16.83688119,8.102475248,5.847029703,2.135891089,5.383663366,4.415346535,0.820137931,34.24084158,4.931188119
1977,overall,,,,,,,,,,,,106.5,,,,,,,,,
1978,overall,,,,,,,,,,,,108.5,,,,,,,,,
1979,overall,,,,,,,,,,,,110.3,,,,,,,,,
1980,overall,,,,,,,,,,,,109.3,,,,,,,,,
1981,overall,,,,,,,,,,,,108.1,,,,,,,,,
1982,overall,,,,,,,,,,,,108.6,,,,,,,,,
1983,overall,,,,,,,,,,,,108.5,,,,,,,,,
1984,overall,,,,,,,,,,,,110.1,,,,,,,,,
1985,overall,,,,,,,,,,,,110.8,,,,,,,,,
1986,overall,,,,,,,,,,,,110.2,,,,,,,,,
1987,overall,,,,,,,,,,,,109.9,,,,,,,,,
1988,overall,,,,,,,,,,,,108.2,,,,,,,,,
1989,overall,,,,,,,,,,,,109.2,,,,,,,,,
1990,overall,,,,,,,,,,,,107,,,,,,,,,
1991,overall,,,,,,,,,,,,106.3,,,,,,,,,
1992,overall,,,,,,,,,,,,105.3,,,,,,,,,
1993,overall,,,,,,,,,,,,105.3,,,,,,,,,
1994,overall,,,,,,,,,,,,101.5,,,,,,,,,
1995,overall,,,,,,,,,,,,101.4,,,,,,,,,
1996,overall,,,,,,,,,,,,99.5,,,,,,,,,
1997,overall,,,,,,,,,,,,96.9,,,,,,,,,
1998,overall,,,,,,,,,,,,95.6,,,,,,,,,
1999,overall,,,,,,,,,,,,91.6,,,,,,,,,
2000,overall,,,,,,,,,,,,97.5,,,,,,,,,
2001,overall,,,,,,,,,,,,94.8,,,,,,,,,
2002,overall,,,,,,,,,,,,95.5,,,,,,,,,
2003,overall,,,,,,,,,,,,95.1,,,,,,,,,
2004,overall,,,,,,,,,,,,93.4,,,,,,,,,
2005,overall,,,,,,,,,,,,97.2,,,,,,,,,
2006,overall,,,,,,,,,,,,97,,,,,,,,,
2007,overall,,,,,,,,,,,,98.7,,,,,,,,,
2008,overall,,,,,,,,,,,,99.9,,,,,,,,,
2009,overall,,,,,,,,,,,,100,,,,,,,,,
2010,overall,,,,,,,,,,,,100.4,,,,,,,,,
2011,overall,,,,,,,,,,,,99.6,,,,,,,,,
2012,overall,,,,,,,,,,,,96.3,,,,,,,,,
2013,overall,,,,,,,,,,,,98.1,,,,,,,,,
2014,overall,,,,,,,,,,,,101,,,,,,,,,
2015,overall,,,,,,,,,,,,100,,,,,,,,,
2016,overall,,,,,,,,,,,,102.7,,,,,,,,,
2017,overall,,,,,,,,,,,,105.6,,,,,,,,,
2018,overall,,,,,,,,,,,,106.3,,,,,,,,,
2019,overall,,,,,,,,,,,,111.2,,,,,,,,,
2020,overall,,,,,,,,,,,,111.8,,,,,,,,,
2021,overall,,,,,,,,,,,,112.1,,,,,,,,,
2022,overall,,,,,,,,,,,,110.6,,,,,,,,,
2023,overall,,,,,,,,,,,,114.7,,,,,,,,,